Species,Individual,Twig,Major diameter,Minor diameter,Area,,,,,,,,
BBR,BBR04,BBR04-01-01,66.959,56.725,956,,,,,,,,
BBR,BBR04,BBR04-01-01,58.134,53.099,1528,,,,,,,,
BBR,BBR04,BBR04-01-01,62.61,71.081,1123,,,,,,,,
BBR,BBR04,BBR04-01-01,56.079,77.574,1001,,,,,,,,
BBR,BBR04,BBR04-01-01,75.472,60.604,2356,,,,,,,,
BBR,BBR04,BBR04-01-01,86.667,48.953,2096,,,,,,,,
BBR,BBR04,BBR04-01-01,85.187,73.817,1273,,,,,,,,
BBR,BBR04,BBR04-01-01,70.402,68.144,2443,,,,,,,,
BBR,BBR04,BBR04-01-01,65.006,88.04,2175,,,,,,,,
BBR,BBR04,BBR04-01-01,86.923,98.703,2399,,,,,,,,
BBR,BBR04,BBR04-01-01,64.801,47.347,3512,,,,,,,,
BBR,BBR04,BBR04-01-01,63.61,66.959,1548,,,,,,,,
BBR,BBR04,BBR04-01-01,67.383,106.199,4572,,,,,,,,
BBR,BBR04,BBR04-01-01,56.6,42.937,1775,,,,,,,,
BBR,BBR04,BBR04-01-01,79.308,53.099,1184,,,,,,,,
BBR,BBR04,BBR04-01-01,62.681,72.859,1117,,,,,,,,
BBR,BBR04,BBR04-01-01,67.383,69.857,617,,,,,,,,
BBR,BBR04,BBR04-01-01,54.667,62.893,3107,,,,,,,,
BBR,BBR04,BBR04-01-01,29.364,52.612,2769,,,,,,,,
BBR,BBR04,BBR04-01-01,66.198,77.253,3332,,,,,,,,
BBR,BBR04,BBR04-01-01,87.158,60.237,2002,,,,,,,,
BBR,BBR04,BBR04-01-01,73.345,69.192,1186,,,,,,,,
BBR,BBR04,BBR04-01-01,78.225,49.495,3558,,,,,,,,
BBR,BBR04,BBR04-01-01,79.521,59.926,2455,,,,,,,,
BBR,BBR04,BBR04-01-01,68.534,101.237,1708,,,,,,,,
BBR,BBR04,BBR04-01-01,61.565,92.472,4537,,,,,,,,
BBR,BBR04,BBR04-01-01,64.801,86.923,3446,,,,,,,,
BBR,BBR04,BBR04-01-01,68.573,66.816,3629,,,,,,,,
BBR,BBR04,BBR04-01-01,31.34,60.446,2641,,,,,,,,
BBR,BBR04,BBR04-01-01,39.961,55.156,3119,,,,,,,,
BBR,BBR04,BBR04-01-01,67.386,64.433,3731,,,,,,,,
BBR,BBR04,BBR04-01-01,42.651,42.651,2097,,,,,,,,
BBR,BBR04,BBR04-01-01,54.975,48.374,1358,,,,,,,,
BBR,BBR04,BBR04-01-01,44.746,40.705,4328,,,,,,,,
BBR,BBR04,BBR04-01-01,44.322,52.747,4472,,,,,,,,
BBR,BBR04,BBR04-01-01,60.722,62.425,4603,,,,,,,,
BBR,BBR04,BBR04-01-01,58.443,48.005,3725,,,,,,,,
BBR,BBR04,BBR04-01-01,56.667,62.318,3248,,,,,,,,
BBR,BBR04,BBR04-01-01,32.056,24.267,3604,,,,,,,,
BBR,BBR04,BBR04-01-01,39.777,32.366,4974,,,,,,,,
BBR,BBR04,BBR04-01-01,47.225,47.796,3916,,,,,,,,
BBR,BBR04,BBR04-01-01,39.654,42.379,5236,,,,,,,,
BBR,BBR04,BBR04-01-01,51.229,74.213,3897,,,,,,,,
BBR,BBR04,BBR04-01-01,42.937,60.926,5542,,,,,,,,
BBR,BBR04,BBR04-01-01,37.047,51.777,4417,,,,,,,,
BBR,BBR04,BBR04-01-01,49.026,66.319,2604,,,,,,,,
BBR,BBR04,BBR04-01-01,42.164,60.369,2966,,,,,,,,
BBR,BBR04,BBR04-01-01,40,45.879,1959,,,,,,,,
BBR,BBR04,BBR04-01-01,57.766,51.467,1320,,,,,,,,
BBR,BBR04,BBR04-01-01,56.206,29.963,2127,,,,,,,,
BBR,BBR04,BBR04-01-01,42.544,32.696,3006,,,,,,,,
BBR,BBR04,BBR04-01-01,29.12,26.926,2997,,,,,,,,
BBR,BBR04,BBR04-01-01,25.962,30.676,3250,,,,,,,,
BBR,BBR04,BBR04-01-01,35.171,58.523,5244,,,,,,,,
BBR,BBR04,BBR04-01-01,30.887,59.641,3720,,,,,,,,
BBR,BBR04,BBR04-01-01,24.698,47.434,2086,,,,,,,,
BBR,BBR04,BBR04-01-01,43.046,37.443,5971,,,,,,,,
BBR,BBR04,BBR04-01-01,32.202,35.777,4432,,,,,,,,
BBR,BBR04,BBR04-01-01,59.942,51,3486,,,,,,,,
BBR,BBR04,BBR04-01-01,47.885,45.486,2425,,,,,,,,
BBR,BBR04,BBR04-01-01,28.018,35.609,4917,,,,,,,,
BBR,BBR04,BBR04-01-01,79.521,76.269,4072,,,,,,,,
BBR,BBR04,BBR04-01-01,74.774,68.728,4755,,,,,,,,
BBR,BBR04,BBR04-01-01,65.388,73.925,4527,,,,,,,,
BBR,BBR04,BBR04-01-01,66.198,71.118,3796,,,,,,,,
BBR,BBR04,BBR04-01-01,58.863,66.959,3954,,,,,,,,
BBR,BBR04,BBR04-01-01,59.464,67.738,5568,,,,,,,,
BBR,BBR04,BBR04-01-01,60.809,61.174,4075,,,,,,,,
BBR,BBR04,BBR04-01-01,79.878,82.473,4375,,,,,,,,
BBR,BBR04,BBR04-01-01,69.793,61.29,3073,,,,,,,,
BBR,BBR04,BBR04-01-01,82.462,74.774,2943,,,,,,,,
BBR,BBR04,BBR04-01-01,79.151,65.17,2996,,,,,,,,
BBR,BBR04,BBR04-01-01,59.703,70.566,3808,,,,,,,,
BBR,BBR04,BBR04-01-01,51.777,60.059,2707,,,,,,,,
BBR,BBR04,BBR04-01-01,72.945,50.478,3960,,,,,,,,
BBR,BBR04,BBR04-01-01,70.661,80.709,3579,,,,,,,,
BBR,BBR04,BBR04-01-01,63.781,71.84,4766,,,,,,,,
BBR,BBR04,BBR04-01-01,76.217,69.635,5634,,,,,,,,
BBR,BBR04,BBR04-01-01,76.968,91.81,4854,,,,,,,,
BBR,BBR04,BBR04-01-01,73.082,65.863,4850,,,,,,,,
BBR,BBR04,BBR04-01-01,70.725,82.807,4291,,,,,,,,
BBR,BBR04,BBR04-01-01,66.731,59.076,5005,,,,,,,,
BBR,BBR04,BBR04-01-01,80.623,70.178,5351,,,,,,,,
BBR,BBR04,BBR04-01-01,77.897,83.487,3378,,,,,,,,
BBR,BBR04,BBR04-01-01,69.346,75.07,3045,,,,,,,,
BBR,BBR04,BBR04-01-01,81.432,75.813,4969,,,,,,,,
BBR,BBR04,BBR04-01-01,38.134,58.088,4828,,,,,,,,
BBR,BBR04,BBR04-01-01,45.117,53.996,5035,,,,,,,,
BBR,BBR04,BBR04-01-01,46.667,63.61,4545,,,,,,,,
BBR,BBR04,BBR04-01-02,66.641,74.017,1310.644,,,,,,,,
BBR,BBR04,BBR04-01-02,65.86,61.121,805.161,,,,,,,,
BBR,BBR04,BBR04-01-02,52.153,68,868.347,,,,,,,,
BBR,BBR04,BBR04-01-02,69.73,66.839,1103.637,,,,,,,,
BBR,BBR04,BBR04-01-02,87.448,77.216,885.798,,,,,,,,
BBR,BBR04,BBR04-01-02,86.354,71.587,547.606,,,,,,,,
BBR,BBR04,BBR04-01-02,82.622,59.606,820.807,,,,,,,,
BBR,BBR04,BBR04-01-02,86.354,68.687,787.108,,,,,,,,
BBR,BBR04,BBR04-01-02,55.246,76.653,1353.369,,,,,,,,
BBR,BBR04,BBR04-01-02,47.288,66.406,443.501,,,,,,,,
BBR,BBR04,BBR04-01-02,57.655,55.028,899.638,,,,,,,,
BBR,BBR04,BBR04-01-02,58.731,49.062,773.87,,,,,,,,
BBR,BBR04,BBR04-01-02,31.415,35.818,1184.875,,,,,,,,
BBR,BBR04,BBR04-01-02,59.928,38.911,2432.935,,,,,,,,
BBR,BBR04,BBR04-01-02,61.2,52.955,1856.444,,,,,,,,
BBR,BBR04,BBR04-01-02,39.767,47.592,454.934,,,,,,,,
BBR,BBR04,BBR04-01-02,48.121,41.775,1038.044,,,,,,,,
BBR,BBR04,BBR04-01-02,52.773,49.282,1983.417,,,,,,,,
BBR,BBR04,BBR04-01-02,65.457,71.519,1465.297,,,,,,,,
BBR,BBR04,BBR04-01-02,69.28,64.138,1866.073,,,,,,,,
BBR,BBR04,BBR04-01-02,78.453,63.383,899.037,,,,,,,,
BBR,BBR04,BBR04-01-02,99.693,72.189,1012.168,,,,,,,,
BBR,BBR04,BBR04-01-02,37.077,50.724,824.418,,,,,,,,
BBR,BBR04,BBR04-01-02,49.669,59.668,549.411,,,,,,,,
BBR,BBR04,BBR04-01-02,44.871,46.728,1107.849,,,,,,,,
BBR,BBR04,BBR04-01-02,57.783,46.129,1378.643,,,,,,,,
BBR,BBR04,BBR04-01-02,46.256,75.214,790.719,,,,,,,,
BBR,BBR04,BBR04-01-02,52.75,59.209,1721.649,,,,,,,,
BBR,BBR04,BBR04-01-02,27.307,48.126,660.738,,,,,,,,
BBR,BBR04,BBR04-01-02,22.135,48.481,1432.802,,,,,,,,
BBR,BBR04,BBR04-01-02,56.803,59.101,733.551,,,,,,,,
BBR,BBR04,BBR04-01-02,68.061,60.257,1799.277,,,,,,,,
BBR,BBR04,BBR04-01-02,58.774,64.758,1762.569,,,,,,,,
BBR,BBR04,BBR04-01-02,60.177,58.005,1872.09,,,,,,,,
BBR,BBR04,BBR04-01-02,71.308,58.747,2225.928,,,,,,,,
BBR,BBR04,BBR04-01-02,56.548,51.279,1967.169,,,,,,,,
BBR,BBR04,BBR04-01-02,54.613,59.668,1885.329,,,,,,,,
BBR,BBR04,BBR04-01-02,48.624,53.993,974.859,,,,,,,,
BBR,BBR04,BBR04-01-02,34.999,45.943,318.334,,,,,,,,
BBR,BBR04,BBR04-01-02,44.524,46.314,309.307,,,,,,,,
BBR,BBR04,BBR04-01-02,57.122,47.679,1893.152,,,,,,,,
BBR,BBR04,BBR04-01-02,49.051,57.449,2014.107,,,,,,,,
BBR,BBR04,BBR04-01-02,58.583,60.743,866.541,,,,,,,,
BBR,BBR04,BBR04-01-02,47.013,56.463,1807.1,,,,,,,,
BBR,BBR04,BBR04-01-02,64.302,61.269,1639.207,,,,,,,,
BBR,BBR04,BBR04-01-02,67.548,61.583,1655.455,,,,,,,,
BBR,BBR04,BBR04-01-02,51.363,57.047,1584.447,,,,,,,,
BBR,BBR04,BBR04-01-02,46.831,52.831,2254.211,,,,,,,,
BBR,BBR04,BBR04-01-02,54.984,66.398,2832.507,,,,,,,,
BBR,BBR04,BBR04-01-02,54.358,74.485,1861.86,,,,,,,,
BBR,BBR04,BBR04-01-02,62.617,35.349,3448.112,,,,,,,,
BBR,BBR04,BBR04-01-02,64.8,60.611,2514.173,,,,,,,,
BBR,BBR04,BBR04-01-02,42.646,51.716,2012.302,,,,,,,,
BBR,BBR04,BBR04-01-02,47.217,49.819,3185.141,,,,,,,,
BBR,BBR04,BBR04-01-02,46.256,53.784,3371.086,,,,,,,,
BBR,BBR04,BBR04-01-02,52.791,41.424,2559.907,,,,,,,,
BBR,BBR04,BBR04-01-02,59.273,45.369,1993.647,,,,,,,,
BBR,BBR04,BBR04-01-02,38.059,46.221,2859.586,,,,,,,,
BBR,BBR04,BBR04-01-02,70.333,43.943,1577.226,,,,,,,,
BBR,BBR04,BBR04-01-02,56.803,39.589,2091.734,,,,,,,,
BBR,BBR04,BBR04-01-02,34.769,31.115,1449.651,,,,,,,,
BBR,BBR04,BBR04-01-02,56.063,22.376,1787.843,,,,,,,,
BBR,BBR04,BBR04-01-02,63.893,47.217,2170.566,,,,,,,,
BBR,BBR04,BBR04-01-02,57.82,47.758,2419.696,,,,,,,,
BBR,BBR04,BBR04-01-02,26.352,26.421,2766.915,,,,,,,,
BBR,BBR04,BBR04-01-02,20.959,24.836,3011.231,,,,,,,,
BBR,BBR04,BBR04-01-02,52.824,46.962,3257.353,,,,,,,,
BBR,BBR04,BBR04-01-02,43.676,40.234,2751.87,,,,,,,,
BBR,BBR04,BBR04-01-02,51.858,38.88,2819.87,,,,,,,,
BBR,BBR04,BBR04-01-02,51.643,37.892,862.329,,,,,,,,
BBR,BBR04,BBR04-01-02,46.129,25.411,2756.083,,,,,,,,
BBR,BBR04,BBR04-01-02,26.329,27.151,1001.938,,,,,,,,
BBR,BBR04,BBR04-01-02,50.762,38.538,2913.143,,,,,,,,
BBR,BBR04,BBR04-01-02,34.352,27.062,2469.041,,,,,,,,
BBR,BBR04,BBR04-01-02,43.916,45.133,2289.113,,,,,,,,
BBR,BBR04,BBR04-01-02,42.841,33.366,2863.799,,,,,,,,
BBR,BBR04,BBR04-01-02,25.822,26.375,1388.271,,,,,,,,
BBR,BBR04,BBR04-01-02,54.23,43.045,1626.57,,,,,,,,
BBR,BBR04,BBR04-01-02,30.752,38.935,1913.612,,,,,,,,
BBR,BBR04,BBR04-01-02,16.19,39.952,1201.123,,,,,,,,
BBR,BBR04,BBR04-01-02,48.788,45.803,1655.455,,,,,,,,
BBR,BBR04,BBR04-01-02,40.747,41.217,1639.809,,,,,,,,
BBR,BBR04,BBR04-01-02,35.665,32.379,2672.437,,,,,,,,
BBR,BBR04,BBR04-01-02,40.983,32.313,760.631,,,,,,,,
BBR,BBR04,BBR04-01-02,49.442,45.416,1798.675,,,,,,,,
BBR,BBR04,BBR04-01-02,57.718,43.107,1948.514,,,,,,,,
BBR,BBR04,BBR04-01-02,61.687,40.76,2861.993,,,,,,,,
BBR,BBR04,BBR04-01-02,23.243,35.167,3435.475,,,,,,,,
BBR,BBR04,BBR04-01-02,25.251,33.77,3048.54,,,,,,,,
BBR,BBR04,BBR04-01-02,31.525,38.479,3890.409,,,,,,,,
BBR,BBR04,BBR04-01-02,29.582,38.437,5025.338,,,,,,,,
BBR,BBR04,BBR04-01-02,25.546,27.307,4055.895,,,,,,,,
BBR,BBR04,BBR04-01-02,45.333,34.999,3516.714,,,,,,,,
BBR,BBR04,BBR04-01-02,58.965,33.691,4160,,,,,,,,
BBR,BBR04,BBR04-01-02,43.157,33.356,5003.674,,,,,,,,
BBR,BBR04,BBR04-01-02,34.754,39.385,3264.574,,,,,,,,
BBR,BBR04,BBR04-01-02,43.943,32.462,2398.033,,,,,,,,
BBR,BBR04,BBR04-01-02,51.932,41.373,5637.934,,,,,,,,
BBR,BBR04,BBR04-01-02,34.382,30.208,3460.749,,,,,,,,
BBR,BBR04,BBR04-01-02,32.462,33.881,3560.642,,,,,,,,
BBR,BBR04,BBR04-01-03,59.399,63.169,3151.442,,,,,,,,
BBR,BBR04,BBR04-01-03,82.239,82.829,2434.139,,,,,,,,
BBR,BBR04,BBR04-01-03,57.037,56.092,4741.907,,,,,,,,
BBR,BBR04,BBR04-01-03,75.759,61.103,4235.221,,,,,,,,
BBR,BBR04,BBR04-01-03,74.929,66.269,4356.175,,,,,,,,
BBR,BBR04,BBR04-01-03,48.712,53.824,2398.635,,,,,,,,
BBR,BBR04,BBR04-01-03,33.098,49.916,3347.618,,,,,,,,
BBR,BBR04,BBR04-01-03,61.895,53.943,2758.49,,,,,,,,
BBR,BBR04,BBR04-01-03,47.859,49.744,4027.01,,,,,,,,
BBR,BBR04,BBR04-01-03,29.618,37.593,2801.817,,,,,,,,
BBR,BBR04,BBR04-01-03,23.789,41.295,3434.272,,,,,,,,
BBR,BBR04,BBR04-01-03,33.356,58.838,2805.428,,,,,,,,
BBR,BBR04,BBR04-01-03,32.478,34.892,2062.85,,,,,,,,
BBR,BBR04,BBR04-01-03,37.947,53.245,1970.78,,,,,,,,
BBR,BBR04,BBR04-01-03,48.126,42.52,2737.428,,,,,,,,
BBR,BBR04,BBR04-01-03,47.172,59.037,2322.21,,,,,,,,
BBR,BBR04,BBR04-01-03,53.565,66.148,636.065,,,,,,,,
BBR,BBR04,BBR04-01-03,52.912,33.691,1195.707,,,,,,,,
BBR,BBR04,BBR04-01-03,46.728,43.65,1348.555,,,,,,,,
BBR,BBR04,BBR04-01-03,39.643,49.926,1988.833,,,,,,,,
BBR,BBR04,BBR04-01-03,45.908,37.593,1333.511,,,,,,,,
BBR,BBR04,BBR04-01-03,51.809,54.77,1030.221,,,,,,,,
BBR,BBR04,BBR04-01-03,37.464,48.171,2612.261,,,,,,,,
BBR,BBR04,BBR04-01-03,45.053,44.973,1426.183,,,,,,,,
BBR,BBR04,BBR04-01-03,35.046,30.124,998.328,,,,,,,,
BBR,BBR04,BBR04-01-03,50.423,61.942,1385.263,,,,,,,,
BBR,BBR04,BBR04-01-03,49.611,39.555,1510.43,,,,,,,,
BBR,BBR04,BBR04-01-03,41.99,43.114,2582.775,,,,,,,,
BBR,BBR04,BBR04-01-03,39.57,30.174,2253.007,,,,,,,,
BBR,BBR04,BBR04-01-03,41.471,50.512,2555.695,,,,,,,,
BBR,BBR04,BBR04-01-03,37.3,49.507,2672.437,,,,,,,,
BBR,BBR04,BBR04-01-03,42.75,43.8,2872.825,,,,,,,,
BBR,BBR04,BBR04-01-03,35.217,40.338,3366.874,,,,,,,,
BBR,BBR04,BBR04-01-03,39.714,43.177,1478.536,,,,,,,,
BBR,BBR04,BBR04-01-03,48.593,27.97,967.036,,,,,,,,
BBR,BBR04,BBR04-01-03,44.081,34.431,2614.066,,,,,,,,
BBR,BBR04,BBR04-01-03,36.468,21.074,1837.79,,,,,,,,
BBR,BBR04,BBR04-01-03,30.884,34.64,1976.797,,,,,,,,
BBR,BBR04,BBR04-01-03,28.449,33.139,2685.075,,,,,,,,
BBR,BBR04,BBR04-01-03,31.984,40.076,2569.536,,,,,,,,
BBR,BBR04,BBR04-01-03,46.285,38.957,1612.128,,,,,,,,
BBR,BBR04,BBR04-01-03,14.901,24.494,1714.428,,,,,,,,
BBR,BBR04,BBR04-01-03,27.721,52.067,2138.672,,,,,,,,
BBR,BBR04,BBR04-01-03,43.69,55.534,1844.409,,,,,,,,
BBR,BBR04,BBR04-01-03,50.423,49.562,1590.464,,,,,,,,
BBR,BBR04,BBR04-01-03,47.466,34.273,2188.017,,,,,,,,
BBR,BBR04,BBR04-01-03,36.36,26.421,1705.401,,,,,,,,
BBR,BBR04,BBR04-01-03,43.882,50.692,1942.497,,,,,,,,
BBR,BBR04,BBR04-01-03,46.91,52.179,1600.694,,,,,,,,
BBR,BBR04,BBR04-01-03,62.514,55.786,1595.278,,,,,,,,
BBR,BBR04,BBR04-01-03,55.891,51.716,1838.993,,,,,,,,
BBR,BBR04,BBR04-01-03,72.468,65.318,1713.224,,,,,,,,
BBR,BBR04,BBR04-01-03,71.33,65.318,1178.255,,,,,,,,
BBR,BBR04,BBR04-01-03,74.936,54.141,1647.03,,,,,,,,
BBR,BBR04,BBR04-01-03,61.452,47.578,1260.095,,,,,,,,
BBR,BBR04,BBR04-01-03,75.569,72.409,951.39,,,,,,,,
BBR,BBR04,BBR04-01-03,64.535,50.85,1038.646,,,,,,,,
BBR,BBR04,BBR04-01-03,42.908,52.547,1958.744,,,,,,,,
BBR,BBR04,BBR04-01-03,37.235,52.841,1964.762,,,,,,,,
BBR,BBR04,BBR04-01-03,49.007,35.545,879.178,,,,,,,,
BBR,BBR04,BBR04-01-03,32.13,40.918,1331.706,,,,,,,,
BBR,BBR04,BBR04-01-03,50.512,59.856,3055.762,,,,,,,,
BBR,BBR04,BBR04-01-03,47.104,46.082,2098.956,,,,,,,,
BBR,BBR04,BBR04-01-03,41.886,34.999,927.32,,,,,,,,
BBR,BBR04,BBR04-01-03,55.853,67.738,1586.252,,,,,,,,
BBR,BBR04,BBR04-01-03,63.507,65.17,1862.462,,,,,,,,
BBR,BBR04,BBR04-01-03,61.06,58.555,1503.81,,,,,,,,
BBR,BBR04,BBR04-01-03,36.26,38.27,1650.039,,,,,,,,
BBR,BBR04,BBR04-01-03,55.891,64.733,1315.458,,,,,,,,
BBR,BBR04,BBR04-01-03,42.859,64.111,664.95,,,,,,,,
BBR,BBR04,BBR04-01-03,56.623,51.974,1307.033,,,,,,,,
BBR,BBR04,BBR04-01-03,38.617,55.786,381.519,,,,,,,,
BBR,BBR04,BBR04-01-03,49.819,48.171,1013.974,,,,,,,,
BBR,BBR04,BBR04-01-03,31.232,37.525,1211.954,,,,,,,,
BBR,BBR04,BBR04-01-03,34.865,45.1,792.524,,,,,,,,
BBR,BBR04,BBR04-01-03,48.822,44.657,1074.15,,,,,,,,
BBR,BBR04,BBR04-01-03,48.569,39.767,914.683,,,,,,,,
BBR,BBR04,BBR04-01-03,34.596,20.139,1089.194,,,,,,,,
BBR,BBR04,BBR04-01-03,21.002,33.929,934.541,,,,,,,,
BBR,BBR04,BBR04-01-03,36.591,40.174,1660.269,,,,,,,,
BBR,BBR04,BBR04-01-03,24.932,40.076,923.709,,,,,,,,
BBR,BBR04,BBR04-01-03,38.019,27.754,1148.769,,,,,,,,
BBR,BBR04,BBR04-01-03,37.268,34.692,754.613,,,,,,,,
BBR,BBR04,BBR04-01-03,26.557,33.42,1205.937,,,,,,,,
BBR,BBR04,BBR04-01-03,28.237,27.937,726.33,,,,,,,,
BBR,BBR04,BBR04-01-03,32.284,25.173,659.534,,,,,,,,
BBR,BBR04,BBR04-01-03,25.446,22.709,743.781,,,,,,,,
BBR,BBR04,BBR04-01-03,31.918,33.203,712.49,,,,,,,,
BBR,BBR04,BBR04-01-03,26.692,41.954,1057.903,,,,,,,,
BBR,BBR04,BBR04-01-03,42.687,35.328,723.923,,,,,,,,
BBR,BBR04,BBR04-01-03,45.053,46.544,498.261,,,,,,,,
BBR,BBR04,BBR04-01-03,28.109,40.279,1364.201,,,,,,,,
BBR,BBR04,BBR04-01-03,47.263,41.289,2588.792,,,,,,,,
BBR,BBR04,BBR04-01-03,42.219,39.555,896.028,,,,,,,,
BBR,BBR04,BBR04-01-03,41.493,47.11,592.738,,,,,,,,
BBR,BBR04,BBR04-01-03,42.24,51.292,1005.549,,,,,,,,
BBR,BBR04,BBR04-01-03,46.089,39.933,614.402,,,,,,,,
BBR,BBR04,BBR04-01-03,36.061,58.069,592.738,,,,,,,,
BBR,BBR04,BBR04-01-03,47.263,44.186,684.207,,,,,,,,
BBR,BBR04,BBR04-01-03,49.658,50.512,1977.399,,,,,,,,
BBR,BBR04,BBR04-02-01,34.242,53.784,2931.196,,,,,,,,
BBR,BBR04,BBR04-02-01,45.179,58.299,1160.804,,,,,,,,
BBR,BBR04,BBR04-02-01,50.044,44.415,1943.099,,,,,,,,
BBR,BBR04,BBR04-02-01,35.979,39.031,1600.093,,,,,,,,
BBR,BBR04,BBR04-02-01,24.146,47.183,2537.04,,,,,,,,
BBR,BBR04,BBR04-02-01,54.191,50.13,2080.301,,,,,,,,
BBR,BBR04,BBR04-02-01,32.114,39.952,2067.664,,,,,,,,
BBR,BBR04,BBR04-02-01,24.585,42.646,1979.204,,,,,,,,
BBR,BBR04,BBR04-02-01,16.354,47.545,1653.048,,,,,,,,
BBR,BBR04,BBR04-02-01,50.332,56.699,3062.983,,,,,,,,
BBR,BBR04,BBR04-02-01,46.705,60.233,1494.182,,,,,,,,
BBR,BBR04,BBR04-02-01,39.134,44.778,1028.416,,,,,,,,
BBR,BBR04,BBR04-02-01,41.114,38.043,386.333,,,,,,,,
BBR,BBR04,BBR04-02-01,11.636,39.165,525.341,,,,,,,,
BBR,BBR04,BBR04-02-01,33.139,24.751,983.284,,,,,,,,
BBR,BBR04,BBR04-02-01,39.767,36.061,1405.723,,,,,,,,
BBR,BBR04,BBR04-02-01,37.049,47.192,1631.384,,,,,,,,
BBR,BBR04,BBR04-02-01,32.265,39.502,2044.195,,,,,,,,
BBR,BBR04,BBR04-02-01,43.441,51.204,933.939,,,,,,,,
BBR,BBR04,BBR04-02-01,35.986,45.419,989.301,,,,,,,,
BBR,BBR04,BBR04-02-01,31.039,33.393,832.241,,,,,,,,
BBR,BBR04,BBR04-02-01,42.147,39.933,1100.026,,,,,,,,
BBR,BBR04,BBR04-02-01,33.139,48.822,1758.959,,,,,,,,
BBR,BBR04,BBR04-02-01,35.818,46.866,1805.294,,,,,,,,
BBR,BBR04,BBR04-02-01,33.501,43.882,2151.309,,,,,,,,
BBR,BBR04,BBR04-02-01,31.457,27.071,871.957,,,,,,,,
BBR,BBR04,BBR04-02-01,33.356,42.596,1314.254,,,,,,,,
BBR,BBR04,BBR04-02-01,27.149,42.217,1497.793,,,,,,,,
BBR,BBR04,BBR04-02-01,58.069,62.915,990.505,,,,,,,,
BBR,BBR04,BBR04-02-01,49.149,52.74,1651.844,,,,,,,,
BBR,BBR04,BBR04-02-01,31.406,60.31,1716.835,,,,,,,,
BBR,BBR04,BBR04-02-01,47.859,39.791,1220.379,,,,,,,,
BBR,BBR04,BBR04-02-01,62.145,44.427,1017.584,,,,,,,,
BBR,BBR04,BBR04-02-01,61.964,46.739,1230.007,,,,,,,,
BBR,BBR04,BBR04-02-01,42.205,24.585,1740.304,,,,,,,,
BBR,BBR04,BBR04-02-01,45.522,43.503,1205.937,,,,,,,,
BBR,BBR04,BBR04-02-01,29.255,59.963,1327.493,,,,,,,,
BBR,BBR04,BBR04-02-01,47.758,50.681,1151.176,,,,,,,,
BBR,BBR04,BBR04-02-01,51.974,64.227,1373.829,,,,,,,,
BBR,BBR04,BBR04-02-01,56.887,48.657,1248.06,,,,,,,,
BBR,BBR04,BBR04-02-01,39.154,53.993,1160.804,,,,,,,,
BBR,BBR04,BBR04-02-01,45.791,60.532,738.967,,,,,,,,
BBR,BBR04,BBR04-02-01,49.051,59.686,1067.531,,,,,,,,
BBR,BBR04,BBR04-02-01,53.943,51.716,1404.519,,,,,,,,
BBR,BBR04,BBR04-02-01,50.776,62.48,1070.54,,,,,,,,
BBR,BBR04,BBR04-02-01,57.037,59.236,1048.876,,,,,,,,
BBR,BBR04,BBR04-02-01,52.435,47.217,1437.014,,,,,,,,
BBR,BBR04,BBR04-02-01,43.194,47.263,1634.393,,,,,,,,
BBR,BBR04,BBR04-02-01,51.028,40.708,2831.905,,,,,,,,
BBR,BBR04,BBR04-02-01,57.699,23.991,1802.887,,,,,,,,
BBR,BBR04,BBR04-02-01,62.059,50.332,2580.969,,,,,,,,
BBR,BBR04,BBR04-02-01,37.293,46.129,694.437,,,,,,,,
BBR,BBR04,BBR04-02-01,39.643,35.182,1420.165,,,,,,,,
BBR,BBR04,BBR04-02-01,38.645,39.385,1721.649,,,,,,,,
BBR,BBR04,BBR04-02-01,32.659,29.2,2225.928,,,,,,,,
BBR,BBR04,BBR04-02-01,30.63,47.455,2070.673,,,,,,,,
BBR,BBR04,BBR04-02-01,43.907,34.999,1629.579,,,,,,,,
BBR,BBR04,BBR04-02-01,49.69,47.274,1729.472,,,,,,,,
BBR,BBR04,BBR04-02-01,25.017,38.948,1507.421,,,,,,,,
BBR,BBR04,BBR04-02-01,41.178,42.646,2453.395,,,,,,,,
BBR,BBR04,BBR04-02-01,52.841,42.859,2198.849,,,,,,,,
BBR,BBR04,BBR04-02-01,28.869,24.06,1319.67,,,,,,,,
BBR,BBR04,BBR04-02-01,30.124,17.432,2292.122,,,,,,,,
BBR,BBR04,BBR04-02-01,32.144,26.077,2155.522,,,,,,,,
BBR,BBR04,BBR04-02-01,33.715,27.492,2141.079,,,,,,,,
BBR,BBR04,BBR04-02-01,38.957,24.653,1952.125,,,,,,,,
BBR,BBR04,BBR04-02-01,31.223,35.659,2288.512,,,,,,,,
BBR,BBR04,BBR04-02-01,20.815,21.102,2172.973,,,,,,,,
BBR,BBR04,BBR04-02-01,30.913,23.796,2056.23,,,,,,,,
BBR,BBR04,BBR04-02-01,21.102,20.495,2593.606,,,,,,,,
BBR,BBR04,BBR04-02-01,31.587,42.205,2221.716,,,,,,,,
BBR,BBR04,BBR04-02-01,47.851,51.701,1141.548,,,,,,,,
BBR,BBR04,BBR04-02-01,32.144,30.893,1417.156,,,,,,,,
BBR,BBR04,BBR04-02-01,47.364,41.954,1705.401,,,,,,,,
BBR,BBR04,BBR04-02-01,47.2,49.779,2564.722,,,,,,,,
